Gmt time,Open,High,Low,Close,Volume
06.01.2020 00:00:00.000,1.30767,1.30817,1.30766,1.30798,686.97
06.01.2020 00:05:00.000,1.30798,1.30827,1.30798,1.30827,321.21999999999997
06.01.2020 00:10:00.000,1.30827,1.30828,1.30800,1.30803,283.7
06.01.2020 00:15:00.000,1.30803,1.30818,1.30802,1.30817,315.13
06.01.2020 00:20:00.000,1.30818,1.30845,1.30816,1.30842,265.53999999999996
06.01.2020 00:25:00.000,1.30842,1.30875,1.30842,1.30865,228.86
06.01.2020 00:30:00.000,1.30865,1.30877,1.30850,1.30861,366.63
06.01.2020 00:35:00.000,1.30861,1.30866,1.30844,1.30844,220.29000000000002
06.01.2020 00:40:00.000,1.30844,1.30865,1.30844,1.30865,332.16999999999996
06.01.2020 00:45:00.000,1.30863,1.30863,1.30846,1.30857,312.54
06.01.2020 00:50:00.000,1.30855,1.30864,1.30814,1.30826,325.37
06.01.2020 00:55:00.000,1.30826,1.30826,1.30775,1.30796,458.29999999999995
06.01.2020 01:00:00.000,1.30793,1.30801,1.30775,1.30796,448.07
06.01.2020 01:05:00.000,1.30796,1.30799,1.30767,1.30767,301.41999999999996
06.01.2020 01:10:00.000,1.30767,1.30774,1.30751,1.30757,239.24999999999997
06.01.2020 01:15:00.000,1.30757,1.30777,1.30756,1.30764,296.27
06.01.2020 01:20:00.000,1.30766,1.30787,1.30764,1.30775,283.13
06.01.2020 01:25:00.000,1.30777,1.30779,1.30768,1.30773,119.93
06.01.2020 01:30:00.000,1.30775,1.30787,1.30770,1.30774,264.23
06.01.2020 01:35:00.000,1.30774,1.30808,1.30774,1.30800,489.95
06.01.2020 01:40:00.000,1.30799,1.30813,1.30799,1.30808,332.88
06.01.2020 01:45:00.000,1.30808,1.30811,1.30793,1.30794,258.81
06.01.2020 01:50:00.000,1.30795,1.30809,1.30777,1.30780,312.84000000000003
06.01.2020 01:55:00.000,1.30780,1.30797,1.30780,1.30788,169.94
06.01.2020 02:00:00.000,1.30788,1.30857,1.30788,1.30848,370.26
06.01.2020 02:05:00.000,1.30848,1.30861,1.30839,1.30861,228.85000000000002
06.01.2020 02:10:00.000,1.30859,1.30860,1.30846,1.30849,118.05
06.01.2020 02:15:00.000,1.30849,1.30849,1.30828,1.30829,162.42000000000002
06.01.2020 02:20:00.000,1.30828,1.30831,1.30819,1.30828,149.61999999999998
06.01.2020 02:25:00.000,1.30829,1.30869,1.30829,1.30867,217.86
06.01.2020 02:30:00.000,1.30867,1.30868,1.30846,1.30863,272.57
06.01.2020 02:35:00.000,1.30860,1.30872,1.30835,1.30841,291
06.01.2020 02:40:00.000,1.30840,1.30859,1.30837,1.30859,179.2
06.01.2020 02:45:00.000,1.30858,1.30861,1.30857,1.30857,52.599999999999994
06.01.2020 02:50:00.000,1.30858,1.30878,1.30858,1.30863,114.66999999999999
06.01.2020 02:55:00.000,1.30862,1.30871,1.30848,1.30869,141.18
06.01.2020 03:00:00.000,1.30868,1.30889,1.30860,1.30889,174.25
06.01.2020 03:05:00.000,1.30888,1.30888,1.30868,1.30871,243.83999999999997
06.01.2020 03:10:00.000,1.30871,1.30883,1.30858,1.30865,97.19
06.01.2020 03:15:00.000,1.30866,1.30869,1.30858,1.30869,153.10000000000002
06.01.2020 03:20:00.000,1.30869,1.30888,1.30867,1.30888,109.64999999999999
06.01.2020 03:25:00.000,1.30890,1.30899,1.30866,1.30874,325.19
06.01.2020 03:30:00.000,1.30874,1.30874,1.30864,1.30864,235.84
06.01.2020 03:35:00.000,1.30863,1.30863,1.30834,1.30836,195.76
06.01.2020 03:40:00.000,1.30834,1.30837,1.30805,1.30815,178.14
06.01.2020 03:45:00.000,1.30815,1.30848,1.30812,1.30841,265.95
06.01.2020 03:50:00.000,1.30840,1.30862,1.30837,1.30857,214.45
06.01.2020 03:55:00.000,1.30855,1.30856,1.30815,1.30815,243.05
06.01.2020 04:00:00.000,1.30815,1.30821,1.30811,1.30815,132.78
06.01.2020 04:05:00.000,1.30816,1.30824,1.30815,1.30818,93.95
06.01.2020 04:10:00.000,1.30818,1.30833,1.30818,1.30828,137.37
06.01.2020 04:15:00.000,1.30828,1.30844,1.30816,1.30842,357.6
06.01.2020 04:20:00.000,1.30845,1.30852,1.30834,1.30847,358.32
06.01.2020 04:25:00.000,1.30847,1.30856,1.30839,1.30854,373.15
06.01.2020 04:30:00.000,1.30854,1.30857,1.30845,1.30856,480.19000000000005
06.01.2020 04:35:00.000,1.30857,1.30868,1.30837,1.30842,182.44
06.01.2020 04:40:00.000,1.30841,1.30842,1.30827,1.30834,142.07999999999998
06.01.2020 04:45:00.000,1.30831,1.30831,1.30816,1.30816,143.89
06.01.2020 04:50:00.000,1.30816,1.30819,1.30807,1.30816,167.46
06.01.2020 04:55:00.000,1.30817,1.30837,1.30814,1.30837,176.65
06.01.2020 05:00:00.000,1.30838,1.30857,1.30838,1.30845,257.95
06.01.2020 05:05:00.000,1.30844,1.30849,1.30839,1.30846,165.79
06.01.2020 05:10:00.000,1.30846,1.30847,1.30817,1.30828,256.56
06.01.2020 05:15:00.000,1.30828,1.30829,1.30815,1.30815,96.59
06.01.2020 05:20:00.000,1.30816,1.30830,1.30816,1.30830,149.39000000000001
06.01.2020 05:25:00.000,1.30829,1.30829,1.30816,1.30828,107.01
06.01.2020 05:30:00.000,1.30831,1.30833,1.30820,1.30827,186.56
06.01.2020 05:35:00.000,1.30828,1.30829,1.30817,1.30818,128.59
06.01.2020 05:40:00.000,1.30818,1.30856,1.30816,1.30820,416.59000000000003
06.01.2020 05:45:00.000,1.30819,1.30831,1.30815,1.30817,172.82000000000002
