Date,Timestamp,Open,High,Low,Close,Volume
2019-08-06,05:00:00,1.65316,1.65453,1.65027,1.65043,8592.9699716568
2019-08-06,06:00:00,1.65044,1.65299,1.64985,1.65043,12805.2399667501
2019-08-06,07:00:00,1.65043,1.651,1.64787,1.65024,15168.6399674416
2019-08-06,08:00:00,1.65023,1.65137,1.64821,1.64939,10589.52997756
2019-08-06,09:00:00,1.64936,1.6503,1.64897,1.65003,6902.62998449802
2019-08-06,10:00:00,1.65002,1.65137,1.64882,1.6505,6170.05997729301
2019-08-06,11:00:00,1.65051,1.65081,1.6464,1.64647,7651.03998696804
2019-08-06,12:00:00,1.64647,1.64805,1.64597,1.64724,8198.4199757576
2019-08-06,13:00:00,1.64725,1.64844,1.64575,1.64644,11781.2399783134
2019-08-06,14:00:00,1.64641,1.65148,1.6461,1.65091,12130.0799617767
2019-08-06,15:00:00,1.65087,1.65576,1.65033,1.65407,12078.1999692917
2019-08-06,16:00:00,1.65406,1.65668,1.65358,1.65588,7761.629981637
2019-08-06,17:00:00,1.65587,1.6576,1.65552,1.65723,8224.16997098923
2019-08-06,18:00:00,1.65723,1.65798,1.65555,1.65769,8621.84997856617
2019-08-06,19:00:00,1.65768,1.65772,1.65615,1.6565,8977.54998707771
2019-08-06,20:00:00,1.6565,1.65801,1.65606,1.65607,2918.48999786377
2019-08-06,21:00:00,1.65607,1.65775,1.65555,1.6567,1880.59000062943
2019-08-06,22:00:00,1.65678,1.65751,1.65552,1.65621,1468.76999688148
2019-08-06,23:00:00,1.65624,1.65752,1.65624,1.65697,2425.8199955225
2019-08-07,00:00:00,1.65698,1.65702,1.65508,1.65574,6569.80998730659
2019-08-07,01:00:00,1.65571,1.65637,1.65306,1.65337,10437.1299732924
2019-08-07,02:00:00,1.65334,1.66796,1.65334,1.66695,14798.1199749336
2019-08-07,03:00:00,1.66694,1.6786,1.66665,1.67361,12259.2199771404
2019-08-07,04:00:00,1.67361,1.67441,1.67309,1.67397,5269.2799898386
2019-08-07,05:00:00,1.67399,1.67421,1.66817,1.66841,6469.44997441769
2019-08-07,06:00:00,1.66841,1.66985,1.66764,1.6685,8684.21997082233
2019-08-07,07:00:00,1.66846,1.66865,1.66427,1.66434,9912.89997386932
2019-08-07,08:00:00,1.66432,1.66481,1.66304,1.66324,8928.0599783659
2019-08-07,09:00:00,1.66321,1.66325,1.66009,1.66035,9347.53997445107
2019-08-07,10:00:00,1.66033,1.66135,1.66003,1.66105,7193.4199795723
2019-08-07,11:00:00,1.66106,1.66264,1.66073,1.66222,9044.49997448921
2019-08-07,12:00:00,1.66221,1.66597,1.66116,1.66569,15622.6899546385
2019-08-07,13:00:00,1.66569,1.66888,1.66497,1.66672,18903.8399586678
2019-08-07,14:00:00,1.66671,1.66782,1.65952,1.65994,20305.6099562645
2019-08-07,15:00:00,1.6599,1.66446,1.65935,1.6637,15918.6899567842
2019-08-07,16:00:00,1.66367,1.66373,1.66008,1.66043,14794.7399640083
2019-08-07,17:00:00,1.66043,1.66157,1.65737,1.65861,13368.7499585152
2019-08-07,18:00:00,1.65859,1.65867,1.65603,1.65708,13964.5199648142
2019-08-07,19:00:00,1.65713,1.65802,1.65614,1.65646,14646.6899831295
2019-08-07,20:00:00,1.65644,1.65736,1.65618,1.65638,3512.92999845743
2019-08-07,21:00:00,1.65651,1.65745,1.65562,1.65666,4196.07999914885
2019-08-07,22:00:00,1.65672,1.65819,1.65665,1.65681,1739.13999789953
2019-08-07,23:00:00,1.65681,1.65819,1.6545,1.65794,4408.08998894691
2019-08-08,00:00:00,1.65794,1.65934,1.65625,1.65881,6613.72998702526
2019-08-08,01:00:00,1.65883,1.66051,1.65225,1.65234,11547.0099858046
2019-08-08,02:00:00,1.65237,1.65568,1.65229,1.65393,6158.37998306751
2019-08-08,03:00:00,1.65394,1.65574,1.65263,1.65479,5006.109983325
2019-08-08,04:00:00,1.65475,1.65559,1.65444,1.65517,3608.14998590946
2019-08-08,05:00:00,1.65517,1.65561,1.65424,1.65477,4067.78998351097
2019-08-08,06:00:00,1.65477,1.65566,1.65413,1.65556,10237.2099745274
2019-08-08,07:00:00,1.65555,1.65648,1.65418,1.6543,9192.95996844769
2019-08-08,08:00:00,1.65428,1.65588,1.6536,1.65361,8253.42997050285
2019-08-08,09:00:00,1.6536,1.65365,1.65143,1.65236,6921.71998023987
2019-08-08,10:00:00,1.65236,1.6524,1.65069,1.65107,5110.09998345375
2019-08-08,11:00:00,1.65107,1.65174,1.64832,1.6486,7764.69998574257
2019-08-08,12:00:00,1.64859,1.65028,1.64664,1.6502,10893.2499802113
2019-08-08,13:00:00,1.65017,1.65182,1.64398,1.64475,19741.5499655008
2019-08-08,14:00:00,1.64479,1.64786,1.64429,1.64746,15335.2099688053
2019-08-08,15:00:00,1.64746,1.64803,1.64503,1.64539,9947.25997662544
2019-08-08,16:00:00,1.64538,1.64602,1.64433,1.64502,6722.34997987747
2019-08-08,17:00:00,1.64502,1.64569,1.64438,1.64448,8101.4399753809
2019-08-08,18:00:00,1.64452,1.64506,1.64271,1.64359,10905.6999864578
2019-08-08,19:00:00,1.64354,1.64442,1.64295,1.64339,7924.5899835825
2019-08-08,20:00:00,1.64341,1.64364,1.64277,1.64309,2733.46999818087
2019-08-08,21:00:00,1.64302,1.6507,1.64302,1.64688,2427.50999969244
2019-08-08,22:00:00,1.64686,1.64785,1.64444,1.64484,3724.91999667883
2019-08-08,23:00:00,1.64487,1.64662,1.64132,1.6423,4442.16999387741
2019-08-09,00:00:00,1.6423,1.64766,1.64109,1.64301,6467.32998883724
2019-08-09,01:00:00,1.64301,1.6467,1.64225,1.64388,7864.03998601437
2019-08-09,02:00:00,1.6439,1.64452,1.64317,1.64445,3344.57999062538
2019-08-09,03:00:00,1.64444,1.64529,1.64404,1.64498,2787.70999372005
2019-08-09,04:00:00,1.64498,1.64532,1.6441,1.64427,2617.13999044895
2019-08-09,05:00:00,1.6443,1.64441,1.64354,1.64428,2522.21999454498
2019-08-09,06:00:00,1.64428,1.64437,1.64055,1.64118,5364.56998634338
2019-08-09,07:00:00,1.64119,1.64439,1.64119,1.64332,8137.05998158455
2019-08-09,08:00:00,1.64333,1.64571,1.64321,1.64478,7089.14998495579
2019-08-09,09:00:00,1.6448,1.64541,1.6436,1.6452,7214.40999162197
2019-08-09,10:00:00,1.64517,1.64615,1.6446,1.64573,7492.89997386932
2019-08-09,11:00:00,1.64574,1.64685,1.64519,1.64586,8693.03997290134
2019-08-09,12:00:00,1.64583,1.64616,1.64395,1.64417,8633.90997719765
2019-08-09,13:00:00,1.64419,1.64495,1.6423,1.64438,9299.94996726513
2019-08-09,14:00:00,1.64435,1.64692,1.644,1.64671,14581.4099749327
2019-08-09,15:00:00,1.64671,1.65126,1.64671,1.65116,12739.8199717999
2019-08-09,16:00:00,1.65117,1.65222,1.64843,1.65028,12138.3999912739
2019-08-09,17:00:00,1.6503,1.65034,1.64787,1.64832,9652.01999211311
2019-08-09,18:00:00,1.64831,1.6504,1.64806,1.64999,6899.51999628544
2019-08-09,19:00:00,1.64996,1.65154,1.64963,1.65133,8718.84999620914
2019-08-09,20:00:00,1.65134,1.65204,1.65019,1.65023,3674.06999564171
2019-08-11,21:00:00,1.65035,1.65171,1.65008,1.65124,1031.35000032187
2019-08-11,22:00:00,1.65124,1.65188,1.65066,1.65132,3195.79999792576
2019-08-11,23:00:00,1.65134,1.65395,1.65079,1.65357,5120.48999369144
2019-08-12,00:00:00,1.65354,1.65454,1.65173,1.65333,6860.49999547005
2019-08-12,01:00:00,1.65333,1.65382,1.6514,1.65169,11660.3999825716
2019-08-12,02:00:00,1.65169,1.65169,1.6492,1.65032,8832.51998877525
2019-08-12,03:00:00,1.65032,1.65117,1.65032,1.65066,6253.94999587536
2019-08-12,04:00:00,1.65068,1.65118,1.6503,1.65092,5102.22999179363
2019-08-12,05:00:00,1.65091,1.65204,1.65077,1.65197,6850.52998292446
2019-08-12,06:00:00,1.65196,1.65311,1.65137,1.65142,6152.83998799324
2019-08-12,07:00:00,1.65142,1.65147,1.64761,1.64796,12211.6099659204
2019-08-12,08:00:00,1.64795,1.65249,1.64779,1.65231,13547.1599568129
2019-08-12,09:00:00,1.65233,1.65614,1.65201,1.65601,9807.85997951031
2019-08-12,10:00:00,1.65602,1.65946,1.65564,1.65827,9336.56998026371
2019-08-12,11:00:00,1.65829,1.65865,1.65644,1.65848,10080.1799669266
2019-08-12,12:00:00,1.65848,1.65993,1.65754,1.65959,9541.16997754574
2019-08-12,13:00:00,1.6596,1.66232,1.65942,1.66097,9454.67997801304
2019-08-12,14:00:00,1.66097,1.66156,1.65945,1.6595,10883.1099714041
2019-08-12,15:00:00,1.6595,1.66197,1.65905,1.65938,10891.8599632978
2019-08-12,16:00:00,1.65939,1.66054,1.65931,1.65989,6526.50998139381
2019-08-12,17:00:00,1.65987,1.66161,1.65981,1.66102,5362.9099766016
2019-08-12,18:00:00,1.66102,1.66193,1.66048,1.66113,6510.54999113083
2019-08-12,19:00:00,1.66107,1.66116,1.66009,1.66046,7612.50998616219
2019-08-12,20:00:00,1.66047,1.66185,1.66037,1.66067,2653.56999564171
2019-08-12,21:00:00,1.66032,1.66203,1.65978,1.66125,1960.09999901056
2019-08-12,22:00:00,1.66124,1.66154,1.6605,1.66102,1659.21999956667
2019-08-12,23:00:00,1.66102,1.66153,1.65988,1.66024,5622.40999019146
2019-08-13,00:00:00,1.6602,1.66045,1.65812,1.65858,6428.32998526096
2019-08-13,01:00:00,1.65859,1.65893,1.65699,1.65826,8223.66997778416
2019-08-13,02:00:00,1.6583,1.65863,1.6548,1.65512,7473.5499805212
2019-08-13,03:00:00,1.65515,1.65588,1.6544,1.65513,7129.37998187542
2019-08-13,04:00:00,1.65512,1.65587,1.65477,1.65584,4111.99999058247
2019-08-13,05:00:00,1.65581,1.65588,1.65406,1.65477,4494.57998514175
2019-08-13,06:00:00,1.65478,1.65667,1.65411,1.65564,9003.52997374535
2019-08-13,07:00:00,1.65561,1.65792,1.65519,1.65608,10808.3799692392
2019-08-13,08:00:00,1.65607,1.65608,1.65258,1.6541,9544.62998151779
2019-08-13,09:00:00,1.6541,1.65825,1.65346,1.65646,10729.3799756765
2019-08-13,10:00:00,1.65648,1.65763,1.6556,1.65584,10079.9999791384
2019-08-13,11:00:00,1.65582,1.658,1.65579,1.65736,8862.91997492313
2019-08-13,12:00:00,1.65736,1.66193,1.65736,1.66018,15247.9899650812
2019-08-13,13:00:00,1.6602,1.6607,1.64323,1.64574,21737.6899619102
2019-08-13,14:00:00,1.6457,1.6481,1.63935,1.64763,26605.4999597073
2019-08-13,15:00:00,1.64769,1.64863,1.64484,1.64519,17033.8299665451
2019-08-13,16:00:00,1.64519,1.64657,1.64393,1.64518,11305.989988327
2019-08-13,17:00:00,1.64517,1.64625,1.64411,1.64505,13355.9199696779
2019-08-13,18:00:00,1.64506,1.64558,1.64362,1.64485,8189.69997906685
2019-08-13,19:00:00,1.64487,1.64552,1.64415,1.64419,8207.25999546051
2019-08-13,20:00:00,1.64417,1.64482,1.64317,1.64317,2012.21999889612
2019-08-13,21:00:00,1.64317,1.6437,1.64227,1.64305,1732.84999704361
2019-08-13,22:00:00,1.64304,1.64456,1.64294,1.64419,2473.19999620318
2019-08-13,23:00:00,1.64417,1.64481,1.64354,1.64432,4457.44998800755
2019-08-14,00:00:00,1.64433,1.64534,1.64377,1.6451,8961.86998546124
2019-08-14,01:00:00,1.64508,1.64589,1.64132,1.64492,11109.6299697161
2019-08-14,02:00:00,1.64499,1.64824,1.64499,1.64596,11721.9899641275
2019-08-14,03:00:00,1.64596,1.64636,1.644,1.64416,8180.24997854233
2019-08-14,04:00:00,1.64416,1.64561,1.64329,1.64477,6779.12998270988
2019-08-14,05:00:00,1.64478,1.64591,1.64413,1.64519,7894.60997009277
2019-08-14,06:00:00,1.64519,1.64793,1.64416,1.64792,9500.83998775482
2019-08-14,07:00:00,1.64792,1.65102,1.64743,1.64908,12574.349976778
2019-08-14,08:00:00,1.64908,1.652,1.64877,1.65085,9808.6899831295
2019-08-14,09:00:00,1.65086,1.6541,1.65072,1.65276,9683.90997600555
2019-08-14,10:00:00,1.65284,1.65672,1.65266,1.65437,11795.2899755239
2019-08-14,11:00:00,1.65437,1.65749,1.6522,1.65695,18333.789953351
2019-08-14,12:00:00,1.65695,1.65875,1.6553,1.65658,15682.6399695873
2019-08-14,13:00:00,1.65657,1.65941,1.6505,1.6508,16171.9299811125
2019-08-14,14:00:00,1.65082,1.65334,1.65064,1.6512,17662.0699675083
2019-08-14,15:00:00,1.65116,1.6533,1.6498,1.65279,13012.0199687481
2019-08-14,16:00:00,1.6528,1.65371,1.65207,1.6528,11174.2599591017
2019-08-14,17:00:00,1.6528,1.65318,1.64979,1.65035,9235.40999186039
2019-08-14,18:00:00,1.65033,1.65105,1.64992,1.65087,8894.05998897552
2019-08-14,19:00:00,1.65096,1.65099,1.64851,1.6502,12762.4999959469
2019-08-14,20:00:00,1.65021,1.65071,1.64926,1.65032,3355.02999913692
2019-08-14,21:00:00,1.65032,1.65125,1.64987,1.65107,3261.7699996233
2019-08-14,22:00:00,1.65102,1.65128,1.64998,1.65047,1346.99999833107
2019-08-14,23:00:00,1.65037,1.6514,1.64937,1.64962,4672.72999501228
2019-08-15,00:00:00,1.6496,1.64983,1.64795,1.64838,7185.13998889923
2019-08-15,01:00:00,1.64838,1.64941,1.64131,1.64498,9951.039985165
2019-08-15,02:00:00,1.64496,1.64505,1.64162,1.64291,8925.51998376846
2019-08-15,03:00:00,1.64289,1.64426,1.64262,1.64385,5542.90998625755
2019-08-15,04:00:00,1.64388,1.64486,1.64344,1.6439,4683.98999130726
2019-08-15,05:00:00,1.64389,1.64465,1.64305,1.64392,5270.33998787403
2019-08-15,06:00:00,1.64392,1.64466,1.64087,1.64367,13255.6999877691
2019-08-15,07:00:00,1.64368,1.64516,1.64282,1.6441,14621.8999933004
2019-08-15,08:00:00,1.64412,1.64663,1.64338,1.64652,11042.1500040293
2019-08-15,09:00:00,1.64654,1.64798,1.64549,1.64705,16773.3700003624
2019-08-15,10:00:00,1.64706,1.64892,1.64653,1.64749,15365.5700004101
2019-08-15,11:00:00,1.64746,1.64835,1.6444,1.64575,23862.3899809122
2019-08-15,12:00:00,1.64575,1.64588,1.64271,1.64322,18491.9699984789
2019-08-15,13:00:00,1.64324,1.64412,1.63652,1.63766,19792.5199873447
2019-08-15,14:00:00,1.63765,1.63992,1.63565,1.63914,18874.5299935341
2019-08-15,15:00:00,1.63915,1.6397,1.63598,1.63689,11171.1299914122
2019-08-15,16:00:00,1.63699,1.63718,1.63597,1.63648,7915.32999539375
2019-08-15,17:00:00,1.63648,1.64067,1.63626,1.64006,7678.60999143124
2019-08-15,18:00:00,1.64004,1.64023,1.63867,1.63916,12788.3699854612
2019-08-15,19:00:00,1.63916,1.63926,1.63807,1.63915,12560.4099982977
2019-08-15,20:00:00,1.63916,1.63993,1.63831,1.63857,2738.89999818802
2019-08-15,21:00:00,1.6384,1.63982,1.63783,1.63924,11435.5900178552
2019-08-15,22:00:00,1.63936,1.64019,1.6387,1.6401,1620.1999990344
2019-08-15,23:00:00,1.64009,1.6408,1.63972,1.64045,4941.05998957157
2019-08-16,00:00:00,1.64045,1.64087,1.63772,1.63823,6660.80999338627
2019-08-16,01:00:00,1.63823,1.63833,1.63637,1.63726,6651.19999051094
2019-08-16,02:00:00,1.63726,1.63745,1.63494,1.63521,6465.45999360085
2019-08-16,03:00:00,1.63519,1.6353,1.6333,1.63475,4655.3799945116
2019-08-16,04:00:00,1.63477,1.636,1.63433,1.63433,3845.2599953413
2019-08-16,05:00:00,1.63433,1.63553,1.63396,1.63553,4039.93999052048
2019-08-16,06:00:00,1.63552,1.63604,1.63447,1.63489,7249.03998088837
2019-08-16,07:00:00,1.63487,1.63683,1.63421,1.63512,12140.4199812412
2019-08-16,08:00:00,1.63514,1.63566,1.63312,1.63358,10865.4199852943
2019-08-16,09:00:00,1.63353,1.63537,1.63322,1.63535,11279.3399802446
2019-08-16,10:00:00,1.63538,1.63559,1.63301,1.63312,10265.0799744129
2019-08-16,11:00:00,1.63312,1.63353,1.63079,1.63208,11050.3999779224
2019-08-16,12:00:00,1.63213,1.63307,1.63143,1.63301,10727.509988904
2019-08-16,13:00:00,1.63297,1.63455,1.63278,1.63395,9416.22998988628
2019-08-16,14:00:00,1.63411,1.63901,1.6337,1.63862,18905.2999718189
2019-08-16,15:00:00,1.6386,1.6386,1.63452,1.63526,10718.7899848223
2019-08-16,16:00:00,1.63527,1.63553,1.63358,1.63469,6705.32999455929
2019-08-16,17:00:00,1.63469,1.63525,1.6342,1.635,6493.47999250889
2019-08-16,18:00:00,1.63503,1.63605,1.63492,1.63558,6378.88999736309
2019-08-16,19:00:00,1.63564,1.63599,1.63499,1.63595,6266.28999876976
2019-08-16,20:00:00,1.63589,1.63658,1.6352,1.63534,2108.64999496937
2019-08-18,21:00:00,1.63562,1.63649,1.63417,1.63513,1510.85999959707
2019-08-18,22:00:00,1.63514,1.63603,1.63487,1.63506,2521.64999610186
2019-08-18,23:00:00,1.63511,1.63561,1.63416,1.63442,3773.96999621391
2019-08-19,00:00:00,1.63438,1.63622,1.63352,1.63585,6332.49999451637
2019-08-19,01:00:00,1.63585,1.63698,1.63488,1.63639,6920.60998737812
2019-08-19,02:00:00,1.63635,1.63748,1.63575,1.63661,3787.5799933672
2019-08-19,03:00:00,1.63659,1.63735,1.63514,1.63525,3149.88999080658
2019-08-19,04:00:00,1.63528,1.63548,1.63356,1.63544,3843.12999200821
2019-08-19,05:00:00,1.63545,1.63546,1.63413,1.63502,3503.94998836517
2019-08-19,06:00:00,1.63505,1.63602,1.63432,1.6356,4940.07999289036
2019-08-19,07:00:00,1.63566,1.63842,1.6349,1.6383,9597.39999210835
2019-08-19,08:00:00,1.63832,1.64082,1.63784,1.64005,8699.64998149872
2019-08-19,09:00:00,1.64005,1.64059,1.6385,1.63931,5608.92998409271
2019-08-19,10:00:00,1.63929,1.63968,1.6373,1.63885,7129.9999808073
2019-08-19,11:00:00,1.63884,1.63953,1.63713,1.6379,8157.55997943878
2019-08-19,12:00:00,1.63788,1.63824,1.6367,1.63711,5864.63997805119
2019-08-19,13:00:00,1.63712,1.63918,1.6369,1.63722,6559.49998545647
2019-08-19,14:00:00,1.6372,1.63873,1.637,1.63821,6810.85997629166
2019-08-19,15:00:00,1.63817,1.63853,1.6375,1.6385,5419.80998265743
2019-08-19,16:00:00,1.63847,1.63881,1.63763,1.63832,4383.28999447823
2019-08-19,17:00:00,1.63831,1.63894,1.63814,1.63839,3773.05999910831
2019-08-19,18:00:00,1.63839,1.63846,1.63748,1.63801,6790.79999446869
2019-08-19,19:00:00,1.63799,1.63831,1.63749,1.63785,5489.44999909401
2019-08-19,20:00:00,1.63786,1.63807,1.63734,1.63751,3447.14999294281
2019-08-19,21:00:00,1.63712,1.63788,1.63712,1.63761,1507.60000175238
2019-08-19,22:00:00,1.63755,1.63839,1.63715,1.63809,1094.32999807596
2019-08-19,23:00:00,1.63814,1.64061,1.63745,1.64031,5156.38999557495
2019-08-20,00:00:00,1.64028,1.64046,1.6395,1.63979,6167.34999263287
2019-08-20,01:00:00,1.63978,1.63991,1.63751,1.63755,6821.72998976707
2019-08-20,02:00:00,1.63752,1.63769,1.63483,1.63487,7529.42999100685
2019-08-20,03:00:00,1.63485,1.6364,1.63438,1.6354,6309.94998812675
2019-08-20,04:00:00,1.63537,1.63555,1.6339,1.63402,2293.64999544621
2019-08-20,05:00:00,1.63402,1.6341,1.63208,1.63301,4498.38999038935
2019-08-20,06:00:00,1.63301,1.63342,1.63088,1.63329,7149.07997822762
2019-08-20,07:00:00,1.63331,1.63454,1.63298,1.63333,7585.00997388363
2019-08-20,08:00:00,1.63332,1.63473,1.63269,1.63469,5466.62998425961
2019-08-20,09:00:00,1.63469,1.63639,1.63436,1.63568,7345.35997498035
2019-08-20,10:00:00,1.63568,1.63568,1.63463,1.6348,5370.85997486115
2019-08-20,11:00:00,1.63479,1.63538,1.63452,1.6351,4488.1099896431
2019-08-20,12:00:00,1.63512,1.63513,1.63388,1.63452,6614.59997904301
2019-08-20,13:00:00,1.63449,1.63628,1.63347,1.63369,11445.0899788141
2019-08-20,14:00:00,1.63374,1.63584,1.63368,1.63483,13467.9699685574
2019-08-20,15:00:00,1.63481,1.63704,1.63469,1.6368,7816.85998034477
2019-08-20,16:00:00,1.63679,1.63783,1.6365,1.63717,4950.82998239994
2019-08-20,17:00:00,1.63719,1.6385,1.63692,1.63825,4897.20997941494
2019-08-20,18:00:00,1.63822,1.63848,1.63739,1.63774,3525.48999106884
2019-08-20,19:00:00,1.63774,1.63806,1.63723,1.63785,5331.14999485016
2019-08-20,20:00:00,1.63784,1.63809,1.63726,1.63731,2262.70999926329
2019-08-20,21:00:00,1.63717,1.63804,1.63657,1.63772,5555.51000005007
2019-08-20,22:00:00,1.63761,1.63835,1.63727,1.63741,2557.63999801874
2019-08-20,23:00:00,1.63745,1.6382,1.6373,1.63814,5183.58999490738
2019-08-21,00:00:00,1.63814,1.6384,1.63631,1.63692,4822.56999158859
2019-08-21,01:00:00,1.63692,1.63696,1.63476,1.63563,5081.23998594284
2019-08-21,02:00:00,1.63562,1.63712,1.63472,1.63619,6343.50998413563
2019-08-21,03:00:00,1.63618,1.63691,1.63557,1.63585,5746.13998889923
